0/0,-0.985601007938385,0.0056206174194812775,-0.0037217631470412016
0/1,0.08453740179538727,0.0065481350757181644,-0.0011914657661691308
0/2,1.1537419557571411,0.09739959239959717,-0.06576190143823624
0/3,1.0031559467315674,-0.9357730746269226,-0.04882895201444626
0/4,1.0713952779769897,-2.3954508304595947,-0.004046818241477013
0/5,0.07069649547338486,-2.270127058029175,0.002550630597397685
0/6,-1.4995596408843994,-2.368119955062866,0.04495652765035629
0/7,-1.4441524744033813,-1.3179575204849243,0.01426859200000763
0/8,-1.4693350791931152,-0.2598946988582611,-0.02159084379673004
0/9,-1.476993203163147,0.781005322933197,0.04750077426433563
0/10,-1.5419081449508667,1.6716270446777344,-0.041172198951244354
0/11,-0.5144433379173279,1.5212887525558472,-0.02102351002395153
0/12,0.512651801109314,1.4268250465393066,-0.01417706348001957
0/13,1.7760852575302124,1.2730392217636108,0.06432870775461197
0/14,1.575347661972046,0.3130777180194855,0.002355070784687996
0/15,1.4278277158737183,-0.6788341403007507,-0.006769787520170212
1/0,-1.008780837059021,-0.019623739644885063,-0.007588375825434923
1/1,0.053447723388671875,-0.12082309275865555,-0.0029717416036874056
1/2,1.124374508857727,-0.16380563378334045,-0.02495132014155388
1/3,1.0004081726074219,0.9045119881629944,-0.026741888374090195
1/4,1.0927369594573975,2.0500431060791016,-0.009208090603351593
1/5,0.05674367770552635,1.8968167304992676,-0.04460270702838898
1/6,-1.3134924173355103,1.9523130655288696,0.01751255989074707
1/7,-1.2857469320297241,0.8774163126945496,-0.027130061760544777
1/8,-1.2653669118881226,-0.13981737196445465,-0.020017394796013832
1/9,-1.2553622722625732,-1.1907645463943481,0.002898317761719227
1/10,-1.3007910251617432,-2.3804452419281006,0.00229059299454093
1/11,-0.24423201382160187,-2.347480297088623,-0.025049535557627678
1/12,0.8294185400009155,-2.3485002517700195,0.013643733225762844
1/13,2.1166961193084717,-2.3229520320892334,0.014381838031113148
1/14,1.994444489479065,-1.2420839071273804,-0.02590085379779339
1/15,1.9567785263061523,-0.18393178284168243,-0.016728758811950684
0/0,-0.985601007938385,0.005620574578642845,-0.0037216588389128447
0/1,0.12190885096788406,0.00916993711143732,0.013996928930282593
0/2,1.2269816398620605,0.1188737154006958,-0.03418537974357605
0/3,1.1473608016967773,-0.830077588558197,0.03086131252348423
0/4,1.369868516921997,-2.1912364959716797,0.05198841914534569
0/5,0.4050295650959015,-2.0778167247772217,0.007310850080102682
0/6,-1.1234331130981445,-2.138946771621704,0.06368391215801239
0/7,-1.0282608270645142,-1.0749657154083252,0.012369759380817413
0/8,-0.9919930100440979,-0.003894330933690071,0.019090089946985245
0/9,-0.9958927631378174,1.0802245140075684,0.09125211089849472
0/10,-1.0536307096481323,2.011563777923584,0.05111319199204445
0/11,-0.04120052978396416,1.9504092931747437,0.04433416202664375
0/12,0.9653542041778564,1.9170868396759033,0.031245481222867966
0/13,2.2419345378875732,1.7402963638305664,0.14278057217597961
0/14,2.1245994567871094,0.6870291233062744,0.09631713479757309
0/15,2.0783019065856934,-0.3948758840560913,0.0908590629696846
1/0,-0.9735033512115479,-0.033332958817481995,0.005322501063346863
1/1,0.11289581656455994,-0.10713421553373337,0.01992408186197281
1/2,1.2074781656265259,-0.11191120743751526,-0.007152893114835024
1/3,1.086571455001831,0.8818727135658264,-0.06332933902740479
1/4,1.2427918910980225,1.9511008262634277,-0.06538013368844986
1/5,0.18991795182228088,1.8585114479064941,-0.09041684120893478
1/6,-1.1862503290176392,1.9789375066757202,-0.016062956303358078
1/7,-1.1339170932769775,0.9564850330352783,-0.02573264017701149
1/8,-1.0514475107192993,-0.00792794767767191,-0.04651034623384476
1/9,-1.0555675029754639,-1.0537101030349731,-0.02387910895049572
1/10,-1.1191130876541138,-2.2366902828216553,-0.04068174958229065
1/11,-0.06652320176362991,-2.2127184867858887,-0.0244277473539114
1/12,1.0027137994766235,-2.176645278930664,0.018753990530967712
1/13,2.28242564201355,-2.063983678817749,0.011327565647661686
1/14,2.156116247177124,-0.902204692363739,-0.035439275205135345
1/15,2.1212003231048584,0.23680366575717926,-0.03817877545952797
