0/0,1.9699139974631796,-0.011783114567342375,0.6684567734417086,0.9986694270991258,0.04649036590497135,0.01867440595366193,0.012218339404506237
0/1,1.0342002609809597,-0.01825591591995433,0.6259448219643311,0.9994326161504269,0.031010246032152272,0.011481784653044355,0.0064014870866137405
0/2,-0.07224796696967987,0.03556816362372935,0.6283915054779013,0.9990651312017959,0.021446062215752824,0.019256061567070146,-0.03222008884379063
0/3,-0.02210067656409481,-1.0457461609442398,0.6211113418314311,0.9995204022377402,0.02325438499211249,0.013701541666096195,0.015181134513496891
0/4,-0.9758449916013462,-1.0001284843321698,0.6282848145312058,0.9994296130766258,0.02678479915817855,0.020192139482241547,-0.003911590813451941
0/5,-2.047294204119554,-1.0551341659060163,0.6257673680096583,0.9967884017884018,0.02110650407042886,0.014889580892564806,-0.07580038210254943
0/6,-2.015435876801146,-0.13810026005445436,0.6223727242231759,0.9991488229575763,0.02654179897552758,0.017629433299903272,-0.026198579563722867
0/7,-2.023513892681914,0.8445139820679097,0.6338066866788933,0.9993963941389296,0.032490406245825415,0.011653325592621137,0.00392694368676797
1/0,1.9295193418219347,0.11641532619973521,0.6763021872713948,0.9984836367385799,-0.02761003254015854,0.046868114567075944,0.008455359564120035
1/1,0.9797331898552303,0.010239935962582327,0.6278180080109719,0.999790106384434,-0.014372797663738559,0.013927597985584584,0.004380396953636869
0/8,-2.0186177179126226,1.9586616655465017,0.627723785361185,0.998380298241159,0.027092644797137876,0.03464086040033377,-0.036094036522883344
1/2,-0.06459998362645417,-0.032015001147807816,0.6310740503009143,0.9996306896230356,-0.015510425661968877,0.019683590428853936,-0.010510343828248168
0/9,-0.9724204903035901,2.0066665306531672,0.6293460072836421,0.9987194909699995,0.03132799963608089,0.02118371877822413,-0.03360334587733656
1/3,0.004150181697837368,1.1159097081854579,0.6301054292824483,0.9993263749897017,-0.008154969530269547,-0.0029710850845540257,0.03565761314674376
0/10,0.02659953235026272,2.0173894018174643,0.6290609848959551,0.9987647935277435,0.017677531082038424,0.009242174407261565,-0.04550795882648637
1/4,-1.0700688905919515,0.9467848681125501,0.6282060986110312,0.999424553389664,-0.011335990591319362,0.012945185169649693,0.029231482687469383
1/5,-1.070152261511507,2.164152563692034,0.6326318980645631,0.9988811422388014,-0.00061925126197047,0.012732631498594386,0.045540754305378545
0/11,0.8613500566337138,2.029692858442414,0.6195702647664443,0.999777168225754,0.016892147626382338,0.011691467008397096,-0.004855805005613186
1/6,-2.060719091048646,1.967278235583018,0.6367371969850051,0.9975896274085264,-0.0009487656689601766,0.016664382697256612,0.06735230864597228
0/12,2.031467825588547,1.9527036499862942,0.6287808147158368,0.9992454629448326,0.022944334052278994,0.016398511526341836,-0.026704889791667127
1/7,-2.011437498273292,1.0147953827332408,0.6315111069988759,0.9986414676134562,-0.017549503889825034,0.027719287955413563,0.04048302300110962
0/13,2.0248595842455814,0.9973092260324926,0.621591156947825,0.9986552151997596,0.0358854913194488,0.009976279837056286,-0.0360619814721319
1/8,-1.9966710337637392,0.04968729342219951,0.6271535054160846,0.998540025085421,-0.015134473999148116,-0.0004212215215020477,0.05185160143723559
1/9,-2.0228638921724507,-1.042245043118714,0.6268717888655975,0.9968657016503459,-0.009217431745416324,0.013724273608923261,0.07736572974573162
0/14,1.9706062772897985,0.07050056982372538,0.6334148683559084,0.9994920918561034,0.02242637360869245,0.013817898758966041,-0.017935488779538943
1/10,-1.105873239996248,-0.9790943534489837,0.6266650476873636,0.998201371875164,-0.018612216984916805,-0.0023026987458593987,0.056941234127237415
1/11,-0.06652546843357306,-0.9841949772287393,0.624511623170039,0.9961464193553928,-0.026683025742733055,-0.005619811565002714,0.08335913303661677
1/12,0.9353519280581465,-0.9344932776843405,0.6249764366607116,0.9973526070541975,-0.011862166322778724,0.011840688356878593,0.07075919948361199
1/13,2.060421441400375,-0.9776186486647526,0.6281121372694113,0.9955752945498211,-0.01565269611816932,0.013884654755615525,0.09160809106507305
1/14,1.9992401777917375,0.018140474022441337,0.6312866242326585,0.9928912342057813,-0.02331590159979109,0.010254088960880824,0.11626787789192514
